1305031102.1753	0.0040813	-0.0428326	-0.0561211	0.999991	0.00200568	0.00353147	0.00126452
1305031102.21121	-3.92E-010	1.40E-009	3.68E-009	1	-5.25E-010	-2.48E-010	2.95E-010
1305031102.27533	0.000200212	0.000721118	0.134942	0.999913	-0.0116667	-0.00613937	0.00110628
1305031102.31127	0.000584723	-0.0128296	0.207917	0.99982	-0.0169225	-0.00836075	0.00168784
1305031102.34323	-0.00321002	-0.00245141	0.266	0.999771	-0.0185644	-0.00999945	0.00354271
1305031102.37533	-0.00453767	0.00589757	0.326466	0.999716	-0.0203257	-0.0119326	0.00349781
1305031102.41126	-0.0263822	0.0236788	0.368583	0.999678	-0.0215614	-0.0131428	0.00233893
1305031102.44327	-0.0288955	0.0616034	0.419869	0.999548	-0.0250592	-0.016466	0.00228055
1305031102.47532	-0.0143383	0.06808	0.505423	0.99928	-0.0322207	-0.0198909	0.00226725
1305031102.51122	-0.00793747	0.0692439	0.579615	0.999102	-0.0375105	-0.0196823	0.00113808
1305031102.57529	-0.00627784	0.0450942	0.719554	0.998808	-0.045642	-0.0171328	-0.00226826
1305031102.61123	-0.0123037	0.0352799	0.781639	0.99895	-0.0435358	-0.0141806	-0.0012829
1305031102.67529	-0.040088	0.0925037	0.886429	0.99907	-0.0410227	-0.0132622	0.000502012
1305031102.71126	-0.0417175	0.0916282	0.955971	0.999012	-0.0422419	-0.0136569	0.00181048
1305031102.74323	-0.038914	0.138031	1.01509	0.99905	-0.041079	-0.0141113	0.00344034
1305031102.77547	-0.0286538	0.140623	1.0904	0.998965	-0.0436267	-0.0127762	0.00145184
1305031102.81123	-0.0360752	0.159906	1.15126	0.998965	-0.0445341	-0.00922439	0.000504201
1305031102.84329	-0.0308414	0.163988	1.22187	0.998891	-0.0466806	-0.00615871	-0.000482357
1305031102.87536	-0.0531376	0.177181	1.27561	0.998939	-0.0458951	-0.00186404	-0.00325778
1305031102.91119	-0.0595545	0.193573	1.33229	0.998962	-0.0453065	-0.000293767	-0.00475462
1305031102.9752	-0.13532	0.196293	1.40079	0.998821	-0.0480073	-0.000864505	-0.00720548
1305031103.01122	-0.130107	0.217012	1.46316	0.998772	-0.0487726	-0.00777313	-0.00402073
1305031103.04323	-0.131453	0.235118	1.52353	0.998633	-0.0503613	-0.0139361	-0.00118899
1305031103.07532	-0.0983692	0.252595	1.60956	0.998566	-0.0494956	-0.0203133	0.00204437
1305031103.11124	-0.111665	0.290047	1.62982	0.99875	-0.0465008	-0.0182099	0.00230724
1305031103.14332	-0.109379	0.303674	1.69179	0.998663	-0.0480603	-0.018703	0.00360637
1305031103.17545	-0.0959323	0.331884	1.71348	0.998655	-0.0484248	-0.0177782	0.00514372
1305031103.24322	-0.113875	0.364985	1.78154	0.997991	-0.0607113	-0.0155256	0.00937585
1305031103.27537	-0.137042	0.35449	1.78686	0.997216	-0.0717507	-0.0157562	0.0127985
1305031103.31121	-0.12392	0.339661	1.83575	0.99641	-0.0789834	-0.0269484	0.0142113
1305031103.34322	-0.095394	0.368549	1.85755	0.996369	-0.0770187	-0.0330443	0.0150113
1305031103.37533	-0.0742548	0.353799	1.87047	0.995873	-0.0824945	-0.0335419	0.0175199
1305031103.41126	-0.0903984	0.323776	1.85814	0.995671	-0.0856173	-0.0314319	0.0179059
1305031103.44328	-0.107869	0.318536	1.82848	0.995763	-0.084543	-0.0319903	0.0168842
1305031103.47527	-0.0953967	0.311175	1.82864	0.995651	-0.0839291	-0.0370407	0.0162327
1305031103.51133	-0.0939615	0.292737	1.80401	0.99581	-0.081491	-0.0389827	0.0142444
1305031103.54344	-0.0926958	0.26729	1.76675	0.996071	-0.0778801	-0.0402981	0.0124
1305031103.57547	-0.0960422	0.25504	1.71218	0.996382	-0.0730465	-0.041462	0.012976
1305031103.61122	-0.10152	0.231873	1.65976	0.996415	-0.0707914	-0.0440502	0.0142922
1305031103.64345	-0.0914807	0.209541	1.60722	0.99636	-0.068103	-0.0489196	0.0153275
1305031103.67552	-0.0810085	0.188801	1.55304	0.996384	-0.0655294	-0.0517984	0.015554
